,steam_appid,name,title,description,selection_text,save_text,display_type,is_recurring_subscription,subs
0,611390,default,Buy Anicon - Animal Complex - Sheep's Path,,Select a purchase option,,0,false,"[{'packageid': 163364, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""Anicon - Animal Complex - Sheep's Path - 7,99€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 799}]"
0,611400,default,Buy Planet Coaster - The Munsters® Munster Koach Construction Kit,,Select a purchase option,,0,false,"[{'packageid': 163367, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Planet Coaster - The Munsters® Munster Koach Construction Kit - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]"
0,611420,default,Buy Planet Coaster - Knight Rider™ K.I.T.T. Construction Kit,,Select a purchase option,,0,false,"[{'packageid': 163373, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Planet Coaster - Knight Rider™ K.I.T.T. Construction Kit - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]"
0,611421,default,Buy Planet Coaster - Back to the Future™ Time Machine Construction Kit,,Select a purchase option,,0,false,"[{'packageid': 163376, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Planet Coaster - Back to the Future™ Time Machine Construction Kit - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]"
0,610740,default,Buy SuperCluster: Void,,Select a purchase option,,0,false,"[{'packageid': 163089, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'SuperCluster: Void - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]"
0,610750,default,Buy Games&Girls,,Select a purchase option,,0,false,"[{'packageid': 163092, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Games&Girls - 1,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 199}]"
0,610760,default,Buy Fantasy Grounds - A16 Midwinter’s Chill (PFRPG),,Select a purchase option,,0,false,"[{'packageid': 163095, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Fantasy Grounds - A16 Midwinter’s Chill (PFRPG) - 8,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 899}]"
0,610780,default,Buy Crazy Buggy Racing,,Select a purchase option,,0,false,"[{'packageid': 163101, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Crazy Buggy Racing - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}, {'packageid': 231557, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Crazy Buggy Racing - Commercial License - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]"
0,610810,default,Buy Your Friend Hana,,Select a purchase option,,0,false,"[{'packageid': 163111, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Your Friend Hana - 0,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 99}]"
0,610830,default,Buy Fantasy Grounds - Mini-Dungeon #026: Sanctuary of Exsanguination (PFRPG),,Select a purchase option,,0,false,"[{'packageid': 163121, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Fantasy Grounds - Mini-Dungeon #026: Sanctuary of Exsanguination (PFRPG) - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]"
0,610840,default,Buy JASEM: Just Another Shooter with Electronic Music,,Select a purchase option,,0,false,"[{'packageid': 163124, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'JASEM: Just Another Shooter with Electronic Music - 8,19€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]"
0,610850,default,Buy Fantasy Grounds - Mini-Dungeon #027: Kaltenheim (PFRPG),,Select a purchase option,,0,false,"[{'packageid': 163127, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Fantasy Grounds - Mini-Dungeon #027: Kaltenheim (PFRPG) - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]"
0,610860,default,Buy Shogo: Mobile Armor Division,,Select a purchase option,,0,false,"[{'packageid': 163134, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Shogo: Mobile Armor Division - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]"
0,610870,default,Buy Fantasy Grounds - Mini-Dungeon #028: Throne of the Dwellers in Dreams (PFRPG),,Select a purchase option,,0,false,"[{'packageid': 163137, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Fantasy Grounds - Mini-Dungeon #028: Throne of the Dwellers in Dreams (PFRPG) - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]"
0,610900,default,Buy Sumatra: Fate of Yandi,,Select a purchase option,,0,false,"[{'packageid': 163146, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Sumatra: Fate of Yandi - 5,69€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 569}]"
0,610910,default,Buy Trainz Route: Legacy of the Burlington Northern II,,Select a purchase option,,0,false,"[{'packageid': 163209, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'TANE DLC Route: Legacy of the Burlington Northern II - 33,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 3399}]"
0,610960,default,Buy 红石遗迹 - Red Obsidian Remnant,,Select a purchase option,,0,false,"[{'packageid': 163223, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '红石遗迹 - Red Obsidian Remnant - 8,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 899}]"
0,610970,default,Buy TANE DLC: US ATC Class S 160 Steam,,Select a purchase option,,0,false,"[{'packageid': 163226, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'TANE DLC: US ATC Class S 160 Steam - 13,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1399}]"
0,610980,default,Buy The Midnight Sanctuary,,Select a purchase option,,0,false,"[{'packageid': 163229, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The Midnight Sanctuary - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]"
